dataset,method,iter,split,accuracy,f1_score
house_votes_84,llama3.3:70b,4,50/50,0.48460121084495916,0.31072147168726644
house_votes_84,llama3.3:70b,0,67/33,0.19326383319967924,0.17992277992277994
house_votes_84,llama3.3:70b,1,67/33,0.19561688311688313,0.18746081504702194
house_votes_84,llama3.3:70b,2,67/33,0.3816089570806552,0.37662337662337664
house_votes_84,llama3.3:70b,3,67/33,0.3314814814814815,0.2517444449943089
house_votes_84,llama3.3:70b,4,67/33,0.4821428571428571,0.3250620347394541
house_votes_84,deepseek-r1:70b,0,33/67,0.19051761635493691,0.18493150684931506
house_votes_84,deepseek-r1:70b,1,33/67,0.849100899100899,0.823082863082863
house_votes_84,deepseek-r1:70b,2,33/67,0.5153800940438872,0.3516256938937351
house_votes_84,deepseek-r1:70b,3,33/67,0.47624462352301383,0.27422056519154914
house_votes_84,deepseek-r1:70b,4,33/67,0.4780701754385965,0.2718204488778055
house_votes_84,deepseek-r1:70b,0,50/50,0.19223560910307896,0.18341750841750842
house_votes_84,deepseek-r1:70b,1,50/50,0.8545664534470505,0.8328363295561046
house_votes_84,deepseek-r1:70b,2,50/50,0.5228130209704308,0.3688298848951345
house_votes_84,deepseek-r1:70b,3,50/50,0.4697552447552447,0.28154676171178866
house_votes_84,deepseek-r1:70b,4,50/50,0.47126436781609193,0.2733333333333333
house_votes_84,deepseek-r1:70b,0,67/33,0.18464314354450684,0.17325227963525835
house_votes_84,deepseek-r1:70b,1,67/33,0.8482142857142857,0.8249623182768513
house_votes_84,deepseek-r1:70b,2,67/33,0.5156541571635911,0.34724857685009486
house_votes_84,deepseek-r1:70b,3,67/33,0.487037037037037,0.27741935483870966
house_votes_84,deepseek-r1:70b,4,67/33,0.48333333333333334,0.2871287128712871
house_votes_84,gemma3:27b,0,33/67,0.19617224880382775,0.1967837494710114
house_votes_84,gemma3:27b,1,33/67,0.8095404595404596,0.8122896577802987
house_votes_84,gemma3:27b,2,33/67,0.5075431034482758,0.41452733870471736
house_votes_84,gemma3:27b,3,33/67,0.5298610767785633,0.5213439002912688
house_votes_84,gemma3:27b,4,33/67,0.8407746895328208,0.8111454744293795
house_votes_84,gemma3:27b,0,50/50,0.19036144578313252,0.19020683832840862
house_votes_84,gemma3:27b,1,50/50,0.7892679459843639,0.7959500490833961
house_votes_84,gemma3:27b,2,50/50,0.5092129507765202,0.4178969436169039
house_votes_84,gemma3:27b,3,50/50,0.5173076923076922,0.5017021690497033
house_votes_84,gemma3:27b,4,50/50,0.8529876283232429,0.8296695174743955
house_votes_84,gemma3:27b,0,67/33,0.1936647955092221,0.19304347826086954
house_votes_84,gemma3:27b,1,67/33,0.7857142857142857,0.7910014513788098
house_votes_84,gemma3:27b,2,67/33,0.530478955007257,0.4370267729004801
house_votes_84,gemma3:27b,3,67/33,0.5203703703703704,0.5076209794262533
house_votes_84,gemma3:27b,4,67/33,0.844047619047619,0.8261793249963787
house_votes_84,gpt-oss:120b,0,33/67,0.21262867913585615,0.21227151204287287
house_votes_84,gpt-oss:120b,1,33/67,0.2066933066933067,0.21280419682323795
house_votes_84,gpt-oss:120b,2,33/67,0.3117163009404389,0.30436755530346
house_votes_84,gpt-oss:120b,3,33/67,0.18487665002224749,0.17464785428614993
house_votes_84,gpt-oss:120b,4,33/67,0.29124778237729154,0.21676091054081484
house_votes_84,gpt-oss:120b,0,50/50,0.23846497099509148,0.2414552501761804
house_votes_84,gpt-oss:120b,1,50/50,0.21481876332622601,0.21870629370629371
house_votes_84,gpt-oss:120b,2,50/50,0.31898745283846625,0.3157625269906284
house_votes_84,gpt-oss:120b,3,50/50,0.17902097902097902,0.16956750499842155
house_votes_84,gpt-oss:120b,4,50/50,0.26428007370360623,0.1983213636756944
house_votes_84,gpt-oss:120b,0,67/33,0.19426623897353648,0.1982261640798226
house_votes_84,gpt-oss:120b,1,67/33,0.21753246753246752,0.22052927024859664
house_votes_84,gpt-oss:120b,2,67/33,0.3077959776072984,0.30851448339959725
house_votes_84,gpt-oss:120b,3,67/33,0.16296296296296295,0.13622291021671826
house_votes_84,gpt-oss:120b,4,67/33,0.23452380952380952,0.1804820111842431
irish,claude,0,33/67,0.5345882522315002,0.514400957963068
irish,claude,1,33/67,0.5434491978609626,0.5093294274979303
irish,claude,2,33/67,0.4882865753031499,0.4564529879272887
irish,claude,3,33/67,0.5814838756015227,0.5673387386094568
irish,claude,4,33/67,0.8148451134380453,0.8196517412935324
irish,claude,0,50/50,0.5178663570691434,0.4976991379869078
irish,claude,1,50/50,0.5516233766233767,0.5108436508327989
irish,claude,2,50/50,0.5084756728778468,0.47715835566302855
irish,claude,3,50/50,0.5597265221878225,0.5447880242994569
irish,claude,4,50/50,0.8240303983228512,0.8288786123307568
irish,claude,0,67/33,0.5,0.48082109679352714
irish,claude,1,67/33,0.5467485765657777,0.4899049654593336
irish,claude,2,67/33,0.5108919634972034,0.489356884057971
irish,claude,3,67/33,0.5943609022556391,0.5674088844577378
irish,claude,4,67/33,0.8588552592148637,0.8624166161309885
irish,gemini,0,33/67,0.6052404261445437,0.5967849787359243
irish,gemini,1,33/67,0.8354531001589824,0.8412189477792957
irish,gemini,2,33/67,0.79767884049652,0.8003923401992868
irish,gemini,3,33/67,0.8539826186885011,0.859538784067086
irish,gemini,4,33/67,0.7905759162303665,0.7588540167002591
irish,gemini,0,50/50,0.6061016511867905,0.5998975737788874
irish,gemini,1,50/50,0.8532467532467533,0.858794604292644
irish,gemini,2,50/50,0.8092003105590062,0.813404985818779
irish,gemini,3,50/50,0.8472007223942208,0.8528793610760823
irish,gemini,4,50/50,0.7951388888888888,0.7623229507404243
irish,gemini,0,67/33,0.5919540229885057,0.5871357079776274
irish,gemini,1,67/33,0.8588552592148637,0.8624166161309885
irish,gemini,2,67/33,0.8074035914041802,0.8080603399752335
irish,gemini,3,67/33,0.8804511278195488,0.8905365853658537
irish,gemini,4,67/33,0.7978723404255319,0.7677777777777778
irish,gpt-4o,0,33/67,0.5,0.31069958847736623
irish,gpt-4o,1,33/67,0.8354531001589824,0.8412189477792957
irish,gpt-4o,2,33/67,0.3943639233694482,0.32115246098439376
irish,gpt-4o,3,33/67,0.6314551461610285,0.6234746307000643
irish,gpt-4o,4,33/67,0.5,0.30062630480167013
irish,gpt-4o,0,50/50,0.5,0.3131868131868132
irish,gpt-4o,1,50/50,0.8532467532467533,0.858794604292644
irish,gpt-4o,2,50/50,0.4034032091097309,0.32646932646932647
irish,gpt-4o,3,50/50,0.6192595459236325,0.6116955693263519
irish,gpt-4o,4,50/50,0.5,0.29775280898876405
irish,gpt-4o,0,67/33,0.5,0.32098765432098764
irish,gpt-4o,1,67/33,0.8588552592148637,0.8624166161309885
irish,gpt-4o,2,67/33,0.40624080070650576,0.34523809523809523
irish,gpt-4o,3,67/33,0.6646616541353383,0.6484719365265942
irish,gpt-4o,4,67/33,0.5,0.3008474576271186
irish,gpt-o1,0,33/67,0.8080010077742585,0.7892400057520852
irish,gpt-o1,1,33/67,0.8161764705882353,0.8191823180158999
irish,gpt-o1,2,33/67,0.79767884049652,0.8003923401992868
irish,gpt-o1,3,33/67,0.7028837175895999,0.7008928571428572
irish,gpt-o1,4,33/67,0.56282722513089,0.42811142346026065
irish,gpt-o1,0,50/50,0.8074045407636739,0.7897256728778468
irish,gpt-o1,1,50/50,0.8266233766233766,0.8284425854519313
irish,gpt-o1,2,50/50,0.8092003105590062,0.813404985818779
irish,gpt-o1,3,50/50,0.6854360165118678,0.683387037304221
irish,gpt-o1,4,50/50,0.5590277777777778,0.4182744278935122
irish,gpt-o1,0,67/33,0.8096816976127321,0.7963800904977376
irish,gpt-o1,1,67/33,0.8180251723104586,0.815738534842168
irish,gpt-o1,2,67/33,0.8074035914041802,0.8080603399752335
irish,gpt-o1,3,67/33,0.7383458646616541,0.7316676522767593
irish,gpt-o1,4,67/33,0.5691489361702128,0.439880977327019
irish,llama3.1:70b,0,33/67,0.5565973221998273,0.5566269616184534
irish,llama3.1:70b,1,33/67,0.5327540106951871,0.4953022707973813
irish,llama3.1:70b,2,33/67,0.8117780010045204,0.8128828828828829
irish,llama3.1:70b,3,33/67,0.620412267471091,0.5862825333628254
irish,llama3.1:70b,4,33/67,0.6178010471204188,0.5224752011247364
irish,llama3.1:70b,0,50/50,0.5492131062951497,0.5491143317230274
irish,llama3.1:70b,1,50/50,0.5409090909090909,0.49640050194835217
irish,llama3.1:70b,2,50/50,0.827639751552795,0.8292016396642592
irish,llama3.1:70b,3,50/50,0.6195820433436532,0.5883825079030558
irish,llama3.1:70b,4,50/50,0.6145833333333334,0.5146140525791048
irish,llama3.1:70b,0,67/33,0.5495137046861185,0.549512987012987
irish,llama3.1:70b,1,67/33,0.5361102786934372,0.4746633933023898
irish,llama3.1:70b,2,67/33,0.8221224609949955,0.8229679233415961
irish,llama3.1:70b,3,67/33,0.6657894736842105,0.6236116824352118
irish,llama3.1:70b,4,67/33,0.6117021276595744,0.5128412537917089
irish,llama3.3:70b,0,33/67,0.6052404261445437,0.5967849787359243
irish,llama3.3:70b,1,33/67,0.5,0.3064182194616977
irish,llama3.3:70b,2,33/67,0.7406723111143001,0.7144075021312872
irish,llama3.3:70b,3,33/67,0.6785714285714286,0.6248600223964166
irish,llama3.3:70b,4,33/67,0.6403068644560792,0.6268523716594934
irish,llama3.3:70b,0,50/50,0.6061016511867905,0.5998975737788874
irish,llama3.3:70b,1,50/50,0.5,0.3055555555555556
irish,llama3.3:70b,2,50/50,0.7510998964803313,0.7222403764459839
irish,llama3.3:70b,3,50/50,0.7022058823529411,0.6568901540181975
irish,llama3.3:70b,4,50/50,0.6586084905660378,0.6439943039088625
irish,llama3.3:70b,0,67/33,0.5919540229885057,0.5871357079776274
irish,llama3.3:70b,1,67/33,0.5,0.3008474576271186
irish,llama3.3:70b,2,67/33,0.7193847512511039,0.6953846153846154
irish,llama3.3:70b,3,67/33,0.7157894736842105,0.6622953305033353
irish,llama3.3:70b,4,67/33,0.6956847467785436,0.6785989929802638
irish,deepseek-r1:70b,0,33/67,0.6704578174488914,0.6678991506577714
irish,deepseek-r1:70b,1,33/67,0.6521896227778581,0.6493157262905163
irish,deepseek-r1:70b,2,33/67,0.5165745856353591,0.3509261412074711
irish,deepseek-r1:70b,3,33/67,0.5,0.3135245901639344
irish,deepseek-r1:70b,4,33/67,0.6571226003490401,0.5902950252126138
irish,deepseek-r1:70b,0,50/50,0.675954592363261,0.6748293857888398
irish,deepseek-r1:70b,1,50/50,0.6542207792207793,0.6525096525096525
irish,deepseek-r1:70b,2,50/50,0.5181159420289855,0.3486905251611134
irish,deepseek-r1:70b,3,50/50,0.5,0.3131868131868132
irish,deepseek-r1:70b,4,50/50,0.6780660377358491,0.6166666666666667
irish,deepseek-r1:70b,0,67/33,0.6724137931034482,0.6721371798645863
irish,deepseek-r1:70b,1,67/33,0.6701378483667966,0.6716097560975609
irish,deepseek-r1:70b,2,67/33,0.5174418604651163,0.361508695044058
irish,deepseek-r1:70b,3,67/33,0.5,0.2978723404255319
irish,deepseek-r1:70b,4,67/33,0.6897662571171711,0.6338383838383839
irish,gemma3:27b,0,33/67,0.6351317304923697,0.629821059385471
irish,gemma3:27b,1,33/67,0.5481283422459893,0.40608444794125365
irish,gemma3:27b,2,33/67,0.34440697424122835,0.3190562613430127
irish,gemma3:27b,3,33/67,0.4829239388062917,0.4804812834224599
irish,gemma3:27b,4,33/67,0.5813881617219313,0.5789341377576671
irish,gemma3:27b,0,50/50,0.6391898864809081,0.6358543417366946
irish,gemma3:27b,1,50/50,0.5428571428571428,0.39503932244404116
irish,gemma3:27b,2,50/50,0.312694099378882,0.2842735376407053
irish,gemma3:27b,3,50/50,0.48600361197110425,0.4837935174069628
irish,gemma3:27b,4,50/50,0.5404219077568134,0.5399846932959893
irish,gemma3:27b,0,67/33,0.6264367816091954,0.6242286218042903
irish,gemma3:27b,1,67/33,0.5372340425531915,0.37935059881534006
irish,gemma3:27b,2,67/33,0.32771563143950544,0.3077614623913695
irish,gemma3:27b,3,67/33,0.4406015037593985,0.43894145476049673
irish,gemma3:27b,4,67/33,0.514459094995505,0.514266304347826
irish,gpt-oss:120b,0,33/67,0.5294594010941549,0.4342085060647935
irish,gpt-oss:120b,1,33/67,0.5401611504552681,0.536184702888789
irish,gpt-oss:120b,2,33/67,0.5353734663126928,0.4451601030548399
irish,gpt-oss:120b,3,33/67,0.5,0.3135245901639344
irish,gpt-oss:120b,4,33/67,0.5,0.30062630480167013
irish,gpt-oss:120b,0,50/50,0.5379256965944272,0.4490644490644491
irish,gpt-oss:120b,1,50/50,0.5551948051948052,0.5500848896434635
irish,gpt-oss:120b,2,50/50,0.547166149068323,0.4644657258064516
irish,gpt-oss:120b,3,50/50,0.5,0.3131868131868132
irish,gpt-oss:120b,4,50/50,0.5,0.29775280898876405
irish,gpt-oss:120b,0,67/33,0.5333775419982316,0.43025400879807013
irish,gpt-oss:120b,1,67/33,0.5746928378783338,0.5736434108527132
irish,gpt-oss:120b,2,67/33,0.5579923461878128,0.47250639386189264
irish,gpt-oss:120b,3,67/33,0.5,0.2978723404255319
irish,gpt-oss:120b,4,67/33,0.5,0.3008474576271186
labor,claude,0,33/67,0.5,0.2777777777777778
labor,claude,1,33/67,0.6157407407407407,0.5594684385382059
labor,claude,2,33/67,0.7965517241379311,0.7592592592592593
labor,claude,3,33/67,0.8097826086956521,0.8126286890871655
labor,claude,4,33/67,0.7692307692307692,0.7692307692307692
labor,claude,0,50/50,0.5,0.275
labor,claude,1,50/50,0.7138888888888889,0.675776397515528
labor,claude,2,50/50,0.8422619047619048,0.8043184885290149
labor,claude,3,50/50,0.7583333333333333,0.7583333333333333
labor,claude,4,50/50,0.7333333333333334,0.7260458839406208
labor,claude,0,67/33,0.5,0.20833333333333334
labor,claude,1,67/33,0.6071428571428572,0.5777777777777777
labor,claude,2,67/33,0.8928571428571428,0.8246153846153846
labor,claude,3,67/33,0.6346153846153846,0.6346153846153846
labor,claude,4,67/33,0.6607142857142857,0.6607142857142857
labor,gemini,0,33/67,0.5,0.38095238095238093
labor,gemini,1,33/67,0.5,0.4090909090909091
labor,gemini,2,33/67,0.5,0.4264705882352941
labor,gemini,3,33/67,0.5,0.3709677419354839
labor,gemini,4,33/67,0.5,0.4
labor,gemini,0,50/50,0.5,0.3829787234042553
labor,gemini,1,50/50,0.5,0.40816326530612246
labor,gemini,2,50/50,0.5,0.42
labor,gemini,3,50/50,0.5,0.40816326530612246
labor,gemini,4,50/50,0.5,0.40816326530612246
labor,gemini,0,67/33,0.5,0.42424242424242425
labor,gemini,1,67/33,0.5,0.3870967741935484
labor,gemini,2,67/33,0.5,0.42424242424242425
labor,gemini,3,67/33,0.5,0.40625
labor,gemini,4,67/33,0.5,0.3870967741935484
labor,gpt-4o,0,33/67,0.5,0.38095238095238093
labor,gpt-4o,1,33/67,0.5,0.4090909090909091
labor,gpt-4o,2,33/67,0.5,0.20408163265306123
labor,gpt-4o,3,33/67,0.5,0.2909090909090909
labor,gpt-4o,4,33/67,0.3846153846153846,0.3668831168831169
labor,gpt-4o,0,50/50,0.5,0.3829787234042553
labor,gpt-4o,1,50/50,0.5,0.40816326530612246
labor,gpt-4o,2,50/50,0.5,0.21621621621621623
labor,gpt-4o,3,50/50,0.5,0.23684210526315788
labor,gpt-4o,4,50/50,0.4305555555555556,0.41550387596899224
labor,gpt-4o,0,67/33,0.5,0.42424242424242425
labor,gpt-4o,1,67/33,0.5,0.3870967741935484
labor,gpt-4o,2,67/33,0.5,0.20833333333333334
labor,gpt-4o,3,67/33,0.5,0.24
labor,gpt-4o,4,67/33,0.4464285714285714,0.4242424242424242
labor,gpt-o1,0,33/67,0.325,0.3076923076923077
labor,gpt-o1,1,33/67,0.7407407407407407,0.7350943396226415
labor,gpt-o1,2,33/67,0.7775862068965518,0.6980999296270232
labor,gpt-o1,3,33/67,0.8097826086956521,0.8126286890871655
labor,gpt-o1,4,33/67,0.6538461538461539,0.6112956810631229
labor,gpt-o1,0,50/50,0.43434343434343436,0.3958333333333333
labor,gpt-o1,1,50/50,0.8638888888888889,0.8751793400286945
labor,gpt-o1,2,50/50,0.8333333333333333,0.7478260869565218
labor,gpt-o1,3,50/50,0.7583333333333333,0.7583333333333333
labor,gpt-o1,4,50/50,0.663888888888889,0.6133333333333333
labor,gpt-o1,0,67/33,0.4571428571428572,0.4571428571428572
labor,gpt-o1,1,67/33,0.8154761904761905,0.8246153846153846
labor,gpt-o1,2,67/33,0.8214285714285714,0.7246376811594203
labor,gpt-o1,3,67/33,0.6346153846153846,0.6346153846153846
labor,gpt-o1,4,67/33,0.6071428571428572,0.5777777777777777
labor,llama3.1:70b,0,33/67,0.22916666666666666,0.2030323005932762
labor,llama3.1:70b,1,33/67,0.5,0.4090909090909091
labor,llama3.1:70b,2,33/67,0.5,0.20408163265306123
labor,llama3.1:70b,3,33/67,0.5,0.2909090909090909
labor,llama3.1:70b,4,33/67,0.5,0.25
labor,llama3.1:70b,0,50/50,0.26515151515151514,0.24047619047619045
labor,llama3.1:70b,1,50/50,0.5,0.40816326530612246
labor,llama3.1:70b,2,50/50,0.5,0.21621621621621623
labor,llama3.1:70b,3,50/50,0.5,0.23684210526315788
labor,llama3.1:70b,4,50/50,0.5,0.23684210526315788
labor,llama3.1:70b,0,67/33,0.37142857142857144,0.26111111111111107
labor,llama3.1:70b,1,67/33,0.5,0.3870967741935484
labor,llama3.1:70b,2,67/33,0.5,0.20833333333333334
labor,llama3.1:70b,3,67/33,0.5,0.24
labor,llama3.1:70b,4,67/33,0.5,0.2692307692307692
labor,llama3.3:70b,0,33/67,0.22916666666666666,0.2030323005932762
labor,llama3.3:70b,1,33/67,0.5,0.4090909090909091
labor,llama3.3:70b,2,33/67,0.5,0.20408163265306123
labor,llama3.3:70b,3,33/67,0.5,0.2909090909090909
labor,llama3.3:70b,4,33/67,0.7692307692307692,0.7692307692307692
labor,llama3.3:70b,0,50/50,0.26515151515151514,0.24047619047619045
labor,llama3.3:70b,1,50/50,0.5,0.40816326530612246
labor,llama3.3:70b,2,50/50,0.5,0.21621621621621623
labor,llama3.3:70b,3,50/50,0.5,0.23684210526315788
labor,llama3.3:70b,4,50/50,0.7333333333333334,0.7260458839406208
labor,llama3.3:70b,0,67/33,0.37142857142857144,0.26111111111111107
labor,llama3.3:70b,1,67/33,0.5,0.3870967741935484
labor,llama3.3:70b,2,67/33,0.5,0.20833333333333334
labor,llama3.3:70b,3,67/33,0.5,0.24
labor,llama3.3:70b,4,67/33,0.6607142857142857,0.6607142857142857
labor,deepseek-r1:70b,0,33/67,0.6833333333333333,0.6407894736842106
labor,deepseek-r1:70b,1,33/67,0.5,0.4090909090909091
labor,deepseek-r1:70b,2,33/67,0.7448275862068966,0.6884531590413943
labor,deepseek-r1:70b,3,33/67,0.8097826086956521,0.8126286890871655
labor,deepseek-r1:70b,4,33/67,0.5,0.4
labor,deepseek-r1:70b,0,50/50,0.7045454545454546,0.6547619047619048
labor,deepseek-r1:70b,1,50/50,0.5,0.40816326530612246
labor,deepseek-r1:70b,2,50/50,0.7946428571428572,0.7387387387387387
labor,deepseek-r1:70b,3,50/50,0.7583333333333333,0.7583333333333333
labor,deepseek-r1:70b,4,50/50,0.5,0.40816326530612246
labor,deepseek-r1:70b,0,67/33,0.6142857142857143,0.5210084033613445
labor,deepseek-r1:70b,1,67/33,0.5,0.3870967741935484
labor,deepseek-r1:70b,2,67/33,0.8928571428571428,0.8246153846153846
labor,deepseek-r1:70b,3,67/33,0.6346153846153846,0.6346153846153846
labor,deepseek-r1:70b,4,67/33,0.5,0.3870967741935484
labor,gemma3:27b,0,33/67,0.24166666666666667,0.19667774086378736
labor,gemma3:27b,1,33/67,0.5,0.23529411764705882
labor,gemma3:27b,2,33/67,0.5,0.20408163265306123
labor,gemma3:27b,3,33/67,0.7690217391304348,0.7771428571428571
labor,gemma3:27b,4,33/67,0.5,0.25
labor,gemma3:27b,0,50/50,0.23737373737373738,0.2031063321385902
labor,gemma3:27b,1,50/50,0.5,0.23684210526315788
labor,gemma3:27b,2,50/50,0.5,0.21621621621621623
labor,gemma3:27b,3,50/50,0.7833333333333333,0.7919655667144907
labor,gemma3:27b,4,50/50,0.5,0.23684210526315788
labor,gemma3:27b,0,67/33,0.3357142857142857,0.20168067226890757
labor,gemma3:27b,1,67/33,0.5,0.2692307692307692
labor,gemma3:27b,2,67/33,0.5,0.20833333333333334
labor,gemma3:27b,3,67/33,0.6730769230769231,0.6801346801346801
labor,gemma3:27b,4,67/33,0.5,0.2692307692307692
labor,gpt-oss:120b,0,33/67,0.5,0.2777777777777778
labor,gpt-oss:120b,1,33/67,0.5,0.23529411764705882
labor,gpt-oss:120b,2,33/67,0.5,0.20408163265306123
labor,gpt-oss:120b,3,33/67,0.8097826086956521,0.8126286890871655
labor,gpt-oss:120b,4,33/67,0.5,0.25
labor,gpt-oss:120b,0,50/50,0.5,0.275
labor,gpt-oss:120b,1,50/50,0.5,0.23684210526315788
labor,gpt-oss:120b,2,50/50,0.5,0.21621621621621623
labor,gpt-oss:120b,3,50/50,0.7583333333333333,0.7583333333333333
labor,gpt-oss:120b,4,50/50,0.5,0.23684210526315788
labor,gpt-oss:120b,0,67/33,0.5,0.20833333333333334
labor,gpt-oss:120b,1,67/33,0.5,0.2692307692307692
labor,gpt-oss:120b,2,67/33,0.5,0.20833333333333334
labor,gpt-oss:120b,3,67/33,0.6346153846153846,0.6346153846153846
labor,gpt-oss:120b,4,67/33,0.5,0.2692307692307692
penguins,claude,0,33/67,0.9238336995781871,0.9287432413410505
penguins,claude,1,33/67,0.9245921257058546,0.9313900246781494
penguins,claude,2,33/67,0.914858575008951,0.927114647804303
penguins,claude,3,33/67,0.922995274824543,0.9305965428482819
penguins,claude,4,33/67,0.9386786018755329,0.9433442260054904
penguins,claude,0,50/50,0.9012674205259664,0.910045075501465
penguins,claude,1,50/50,0.933202614379085,0.9358260358260359
penguins,claude,2,50/50,0.9425287356321839,0.9571998854319573
penguins,claude,3,50/50,0.917399443176316,0.9280478873271324
penguins,claude,4,50/50,0.9282854282854283,0.9320009988881669
penguins,claude,0,67/33,0.9457735247208933,0.9578288172639907
penguins,claude,1,67/33,0.9345454545454546,0.9366533552580064
penguins,claude,2,67/33,0.9259259259259259,0.9447222222222221
penguins,claude,3,67/33,0.926797385620915,0.9383030245099211
penguins,claude,4,67/33,0.9355158730158729,0.9410973712658528
penguins,gemini,0,33/67,0.5936883202170767,0.5296993292276311
penguins,gemini,1,33/67,0.16105892631915333,0.11878965443240357
penguins,gemini,2,33/67,0.8633011099176513,0.8777605036916322
penguins,gemini,3,33/67,0.5827652699603919,0.48769576981606083
penguins,gemini,4,33/67,0.6008013640238704,0.5026662382575086
penguins,gemini,0,50/50,0.591343630582918,0.5252368082643409
penguins,gemini,1,50/50,0.15010270774976656,0.11629188712522047
penguins,gemini,2,50/50,0.8790078644888082,0.900174823424587
penguins,gemini,3,50/50,0.5809793698554334,0.4898247230293151
penguins,gemini,4,50/50,0.5762619762619763,0.48360805860805867
penguins,gemini,0,67/33,0.639966920668675,0.5756172839506173
penguins,gemini,1,67/33,0.13725829725829727,0.10485291576091695
penguins,gemini,2,67/33,0.867612293144208,0.8931899641577061
penguins,gemini,3,67/33,0.6015123879008968,0.49710278092608395
penguins,gemini,4,67/33,0.5684523809523809,0.46794745484400657
penguins,gpt-4o,0,33/67,0.6361673107524437,0.5571278637826769
penguins,gpt-4o,1,33/67,0.8333333333333334,0.7828122239886945
penguins,gpt-4o,2,33/67,0.5328246725187352,0.5502312385141984
penguins,gpt-4o,3,33/67,0.8397435897435898,0.7813653490835888
penguins,gpt-4o,4,33/67,0.6650639386189259,0.638261589357674
penguins,gpt-4o,0,50/50,0.6264622831787011,0.5436007027489888
penguins,gpt-4o,1,50/50,0.8266666666666667,0.7654963934033702
penguins,gpt-4o,2,50/50,0.523862087024045,0.5488948730957863
penguins,gpt-4o,3,50/50,0.839662447257384,0.7814780457637601
penguins,gpt-4o,4,50/50,0.658158158158158,0.6330117243038992
penguins,gpt-4o,0,67/33,0.6400259909031839,0.5637683111418968
penguins,gpt-4o,1,67/33,0.82,0.7530698893352102
penguins,gpt-4o,2,67/33,0.5036586738714398,0.52994227994228
penguins,gpt-4o,3,67/33,0.8366013071895425,0.7812031549895627
penguins,gpt-4o,4,67/33,0.6795634920634921,0.6522329253726713
penguins,gpt-o1,0,33/67,0.915897191641679,0.9229656965139488
penguins,gpt-o1,1,33/67,0.9671830751291021,0.974629828611366
penguins,gpt-o1,2,33/67,0.6135264269047002,0.6107168970062951
penguins,gpt-o1,3,33/67,0.9252032520325203,0.9421049664580866
penguins,gpt-o1,4,33/67,0.8631884057971014,0.8638243854555165
penguins,gpt-o1,0,50/50,0.8905147323539234,0.9013970110461339
penguins,gpt-o1,1,50/50,0.9803921568627452,0.9855130249867092
penguins,gpt-o1,2,50/50,0.611581385269659,0.6195503606129718
penguins,gpt-o1,3,50/50,0.9112021857923498,0.9316620595880258
penguins,gpt-o1,4,50/50,0.8622908622908622,0.8633621671734194
penguins,gpt-o1,0,67/33,0.9154704944178628,0.9337437649035228
penguins,gpt-o1,1,67/33,0.9696969696969697,0.9775910364145658
penguins,gpt-o1,2,67/33,0.5958572554317235,0.6038196842940108
penguins,gpt-o1,3,67/33,0.9,0.9226579520697168
penguins,gpt-o1,4,67/33,0.8888888888888888,0.889577013818672
penguins,llama3.1:70b,0,33/67,0.20215633423180593,0.15600907029478459
penguins,llama3.1:70b,1,33/67,0.22448979591836735,0.14814814814814814
penguins,llama3.1:70b,2,33/67,0.10175438596491228,0.08089260808926081
penguins,llama3.1:70b,3,33/67,0.22806267806267808,0.17232236833339995
penguins,llama3.1:70b,4,33/67,0.6655072463768116,0.6493195324900968
penguins,llama3.1:70b,0,50/50,0.2156349898285382,0.16165786331532186
penguins,llama3.1:70b,1,50/50,0.21333333333333335,0.14545454545454545
penguins,llama3.1:70b,2,50/50,0.10526315789473684,0.08648648648648649
penguins,llama3.1:70b,3,50/50,0.22376054852320673,0.18130730553090801
penguins,llama3.1:70b,4,50/50,0.6468468468468469,0.6299028419791132
penguins,llama3.1:70b,0,67/33,0.244668911335578,0.19352617079889808
penguins,llama3.1:70b,1,67/33,0.18666666666666668,0.13145539906103285
penguins,llama3.1:70b,2,67/33,0.12056737588652483,0.09139784946236558
penguins,llama3.1:70b,3,67/33,0.19869281045751633,0.16342592592592595
penguins,llama3.1:70b,4,67/33,0.6597222222222222,0.6424015344127748
penguins,llama3.3:70b,0,33/67,0.43396226415094336,0.36492990165306544
penguins,llama3.3:70b,1,33/67,0.20408163265306123,0.1374570446735395
penguins,llama3.3:70b,2,33/67,0.18360186179735052,0.179985754985755
penguins,llama3.3:70b,3,33/67,0.4669689389201584,0.38543771043771047
penguins,llama3.3:70b,4,33/67,0.4734782608695652,0.4224364983706084
penguins,llama3.3:70b,0,50/50,0.44231328102295847,0.36597614563716263
penguins,llama3.3:70b,1,50/50,0.20444444444444443,0.14067278287461774
penguins,llama3.3:70b,2,50/50,0.19449485783424078,0.18857142857142858
penguins,llama3.3:70b,3,50/50,0.49053226810541606,0.4094070961718021
penguins,llama3.3:70b,4,50/50,0.4474903474903475,0.3861918150577945
penguins,llama3.3:70b,0,67/33,0.4113355780022447,0.35717398070339246
penguins,llama3.3:70b,1,67/33,0.18666666666666668,0.13145539906103285
penguins,llama3.3:70b,2,67/33,0.18321513002364065,0.16732617297908423
penguins,llama3.3:70b,3,67/33,0.4993236054111567,0.4237722111049497
penguins,llama3.3:70b,4,67/33,0.4513888888888889,0.39474045896289994
penguins,deepseek-r1:70b,0,33/67,0.440251572327044,0.33693836278906186
penguins,deepseek-r1:70b,1,33/67,0.7284843972571537,0.7010540322863045
